Barb'rous,barbarous
bare-fac'd,bare-faced
Bare-fac'd,bare-faced
barefac'd,barefaced
Barefac'd,barefaced
bargain'd,bargained
Bargain'd,bargained
 bark'd , barked 
Bark'd,barked
barr'd,barred
Barr'd,barred
barrell'd,barrelled
Barrell'd,barrelled
barricado'd,barricaded
Barricado'd,barricaded
barter'd,bartered
Barter'd,bartered
bask'd,basked
Bask'd,basked
bastinado'd,bastinadoed
Bastinado'd,bastinadoed
 bath'd , bathed 
Bath'd,bathed
batter'd,battered
Batter'd,battered
baulk'd,baulked
Baulk'd,baulked
bawl'd,bawled
Bawl'd,bawled
 bay'd , bayed 
Bay'd,bayed
beak'd,beaked
Beak'd,beaked
beam'd,beamed
Beam'd,beamed
bear'st,bearest
Bear'st,bearest
beatify'd,beatified
Beatify'd,beatified
beautify'd,beautified
Beautify'd,beautified
becalm'd,becalmed
Becalm'd,becalmed
beck'ning,beckoning
Beck'ning,beckoning
beckon'd,beckoned
Beckon'd,beckoned
bedaub'd,bedaubed
Bedaub'd,bedaubed
bedeck'd,bedecked
Bedeck'd,bedecked
bedew'd,bedewed
Bedew'd,bedewed
bedizen'd,bedizened
Bedizen'd,bedizened
bedrop'd,bed-roped
Bedrop'd,bed-roped
beforemention'd,beforementioned
Beforemention'd,beforementioned
beforenam'd,before-named
Beforenam'd,before-named
beg'd,begged
Beg'd,begged
begg'd,begged
Begg'd,begged
beggar'd,beggared
Beggar'd,beggared
begrim'd,begrimed
Begrim'd,begrimed
beguil'd,beguiled
Beguil'd,beguiled
behav'd,behaved
Behav'd,behaved
behov'd,behoved
Behov'd,behoved
beleaguer'd,beleaguered
Beleaguer'd,beleaguered
believ'd,believed
Believ'd,believed
bellow'd,bellowed
Bellow'd,bellowed
belong'd,belonged
Belong'd,belonged
belov'd,beloved
Belov'd,beloved
bely'd,belied
Bely'd,belied
bemoan'd,bemoaned
Bemoan'd,bemoaned
benefic'd,beneficed
Benefic'd,beneficed
benum'd,benumbed
Benum'd,benumbed
benumb'd,benumbed
Benumb'd,benumbed
benumm'd,benumbed
Benumm'd,benumbed
beprais'd,be-praised
Beprais'd,be-praised
bequeath'd,bequeathed
Bequeath'd,bequeathed
bereav'd,bereaved
Bereav'd,bereaved
beseech'd,beseeched
Beseech'd,beseeched
besieg'd,besieged
Besieg'd,besieged
besmear'd,besmeared
Besmear'd,besmeared
bespatter'd,bespattered
Bespatter'd,bespattered
bestirr'd,bestirred
Bestirr'd,bestirred
bestow'd,bestowed
Bestow'd,bestowed
bestrew'd,bestrewed
Bestrew'd,bestrewed
betray'd,betrayed
Betray'd,betrayed
betroth'd,betrothed
Betroth'd,betrothed
better'd,bettered
Better'd,bettered
bev'rage,beverage
Bev'rage,beverage
bewail'd,bewailed
Bewail'd,bewailed
bewilder'd,bewildered
Bewilder'd,bewildered
bewitch'd,bewitched
Bewitch'd,bewitched
bewray'd,bewrayed
Bewray'd,bewrayed
biass'd,biassed
Biass'd,biassed
bid'st,biddest
Bid'st,biddest
bilk'd,bilked
Bilk'd,bilked
bill'd,billed
Bill'd,billed
bitt'rest,bitterest
Bitt'rest,bitterest
blabb'd,blabbed
Blabb'd,blabbed
black'd,blacked
Black'd,blacked
black'ning,blackening
Black'ning,blackening
blacken'd,blackened
Blacken'd,blackened
blam'd,blamed
Blam'd,blamed
blanch'd,blanched
Blanch'd,blanched
blasphem'd,blasphemed
Blasphem'd,blasphemed
blaz'd,blazed
Blaz'd,blazed
blazon'd,blazoned
Blazon'd,blazoned
bleach'd,bleached
Bleach'd,bleached
blear'd,bleared
Blear'd,bleared
blemish'd,blemished
Blemish'd,blemished
bless'd,blessed
Bless'd,blessed
blink'd,blinked
Blink'd,blinked
blister'd,blistered
Blister'd,blistered
block'd,blocked
Block'd,blocked
blood-stain'd,blood-stained
Blood-stain'd,blood-stained
bloom'd,bloomed
Bloom'd,bloomed
blossom'd,blossomed
Blossom'd,blossomed
blow'd,blowed
Blow'd,blowed
blubber'd,blubbered
Blubber'd,blubbered
blue-ey'd,blue-eyed
Blue-ey'd,blue-eyed
blund'ring,blundering
Blund'ring,blundering
blunder'd,blundered
Blunder'd,blundered
blurr'd,blurred
Blurr'd,blurred
blush'd,blushed
Blush'd,blushed
blust'ring,blustering
Blust'ring,blustering
bluster'd,blustered
Bluster'd,blustered
boil'd,boiled
Boil'd,boiled
boist'rous,boisterous
Boist'rous,boisterous
bolster'd,bolstered
Bolster'd,bolstered
bor'd,bored
Bor'd,bored
bord'ring,bordering
Bord'ring,bordering
border'd,bordered
Border'd,bordered
borrow'd,borrowed
Borrow'd,borrowed
bosom'd,bosomed
Bosom'd,bosomed
boss'd,bossed
Boss'd,bossed
bother'd,bothered
Bother'd,bothered
bottom'd,bottomed
Bottom'd,bottomed
bounc'd,bounced
Bounc'd,bounced
bow'd,bowed
Bow'd,bowed
bow'r,bower
Bow'r,bower
bow'rs,bowers
Bow'rs,bowers
box'd,boxed
Box'd,boxed
boyl'd,boiled
Boyl'd,boiled
brac'd,braced
Brac'd,braced
bragg'd,bragged
Bragg'd,bragged
brain'd,brained
Brain'd,brained
branch'd,branched
Branch'd,branched
brandish'd,brandished
Brandish'd,brandished
brav'd,braved
Brav'd,braved
bray'd,brayed
Bray'd,brayed
breath'd,breathed
Breath'd,breathed
brew'd,brewed
Brew'd,brewed
brib'd,bribed
Brib'd,bribed
bridg'd,bridged
Bridg'd,bridged
bright-ey'd,bright-eyed
Bright-ey'd,bright-eyed
bright-hair'd,bright-haired
Bright-hair'd,bright-haired
bright'ning,brightening
Bright'ning,brightening
brighten'd,brightened
Brighten'd,brightened
bring'st,bringest
Bring'st,bringest
broach'd,broached
Broach'd,broached
broider'd,broidered
Broider'd,broidered
broil'd,broiled
Broil'd,broiled
brook'd,brooked
Brook'd,brooked
bruis'd,bruised
Bruis'd,bruised
brush'd,brushed
Brush'd,brushed
bubbl'd,bubbled
Bubbl'd,bubbled
buckl'd,buckled
Buckl'd,buckled
bugbear'd,bugbeared
Bugbear'd,bugbeared
bulg'd,bulged
Bulg'd,bulged
bully'd,bullied
Bully'd,bullied
buoy'd,buoyed
Buoy'd,buoyed
burden'd,burdened
Burden'd,burdened
burlesqu'd,burlesqued
Burlesqu'd,burlesqued
burn'd,burned
Burn'd,burned
burnish'd,burnished
Burnish'd,burnished
burthen'd,burdened
Burthen'd,burdened
bury'd,buried
Bury'd,buried
bus'ness,business
Bus'ness,business
buskin'd,buskined
Buskin'd,buskined
buss'd,bussed
Buss'd,bussed
busy'd,busied
Busy'd,busied
butcher'd,butchered
Butcher'd,butchered
butter'd,buttered
Butter'd,buttered
button'd,buttoned
Button'd,buttoned
buzz'd,buzzed
Buzz'd,buzzed
byass'd,biassed
Byass'd,biassed
cag'd,caged
Cag'd,caged
cajol'd,cajoled
Cajol'd,cajoled
calcin'd,calcined
Calcin'd,calcined
call'd,called
Call'd,called
call'st,callest
Call'st,callest
calm'd,calmed
Calm'd,calmed
camp'd,camped
cam'st,camest
Cam'st,camest
can'd,caned
Can'd,caned
cancel'd,cancelled
Cancel'd,cancelled
cancell'd,cancelled
Cancell'd,cancelled
candy'd,candied
Candy'd,candied
canker'd,cankered
Canker'd,cankered
canoniz'd,canonised
Canoniz'd,canonised
canopy'd,canopied
Canopy'd,canopied
canter'd,cantered
Canter'd,cantered
canton'd,cantoned
Canton'd,cantoned
canvass'd,canvassed
Canvass'd,canvassed
cap'd,caped
Cap'd,caped
caparison'd,caparisoned
Caparison'd,caparisoned
caper'd,capered
Caper'd,capered
capp'd,capped
Capp'd,capped
captiv'd,captived
Captiv'd,captived
captur'd,captured
Captur'd,captured
car'd,cared
Car'd,cared
careen'd,careened
Careen'd,careened
caress'd,caressed
Caress'd,caressed
caroll'd,carolled
Caroll'd,carolled
carri'd,carried
Carri'd,carried
carry'd,carried
Carry'd,carried
carv'd,carved
Carv'd,carved
cas'd,cased
Cas'd,cased
cashier'd,cashiered
Cashier'd,cashiered
catch'd,catched
Catch'd,catched
catechiz'd,catechised
Catechiz'd,catechised
caus'd,caused
Caus'd,caused
caution'd,cautioned
Caution'd,cautioned
cavern'd,caverned
Cavern'd,caverned
cavil'd,cavilled
Cavil'd,cavilled
ceas'd,ceased
Ceas'd,ceased
censur'd,censured
Censur'd,censured
center'd,centred
Center'd,centred
chac'd,chased
Chac'd,chased
chaf'd,chafed
Chaf'd,chafed
chaff'd,chaffed
Chaff'd,chaffed
chagrin'd,chagrined
Chagrin'd,chagrined
chain'd,chained
Chain'd,chained
chalk'd,chalked
Chalk'd,chalked
challeng'd,challenged
Challeng'd,challenged
chanc'd,chanced
Chanc'd,chanced
chang'd,changed
Chang'd,changed
channel'd,channelled
Channel'd,channelled
character'd,charactered
Character'd,charactered
characteris'd,characterised
Characteris'd,characterised
characteriz'd,characterised
Characteriz'd,characterised
charg'd,charged
Charg'd,charged
charm'd,charmed
Charm'd,charmed
charter'd,chartered
Charter'd,chartered
chas'd,chased
Chas'd,chased
chasten'd,chastened
Chasten'd,chastened
chastis'd,chastised
Chastis'd,chastised
chastiz'd,chastised
Chastiz'd,chastised
chatt'ring,chattering
Chatt'ring,chattering
chatter'd,chattered
Chatter'd,chattered
chear'd,cheered
Chear'd,cheered
check'd,checked
Check'd,checked
checker'd,chequered
Checker'd,chequered
checquer'd,chequered
Checquer'd,chequered
cheer'd,cheered
Cheer'd,cheered
chequer'd,chequered
Chequer'd,chequered
cherish'd,cherished
Cherish'd,cherished
cherry-cheek'd,cherry-cheeked
Cherry-cheek'd,cherry-cheeked
chew'd,chewed
Chew'd,chewed
chill'd,chilled
Chill'd,chilled
chim'd,chimed
Chim'd,chimed
chirp'd,chirped
Chirp'd,chirped
chissel'd,chiselled
Chissel'd,chiselled
choak'd,choked
Choak'd,choked
chop'd,chopped
Chop'd,chopped
chopp'd,chopped
Chopp'd,chopped
chorus'd,chorused
Chorus'd,chorused
chous'd,choosed
Chous'd,choosed
christen'd,christened
Christen'd,christened
chu'd,chued
Chu'd,chued
churn'd,churned
Churn'd,churned
chus'd,choosed
Chus'd,choosed
circl'd,circled
Circl'd,circled
circumcis'd,circumcised
Circumcis'd,circumcised
circumscrib'd,circumscribed
Circumscrib'd,circumscribed
circumstanc'd,circumstanced
Circumstanc'd,circumstanced
civiliz'd,civilised
Civiliz'd,civilised
claim'd,claimed
Claim'd,claimed
clam'rous,clamorous
Clam'rous,clamorous
clamber'd,clambered
Clamber'd,clambered
clamour'd,clamoured
Clamour'd,clamoured
clank'd,clanked
Clank'd,clanked
clap'd,clapped
Clap'd,clapped
clapp'd,clapped
Clapp'd,clapped
clash'd,clashed
Clash'd,clashed
clasp'd,clasped
Clasp'd,clasped
class'd,classed
Class'd,classed
clatt'ring,clattering
Clatt'ring,clattering
clatter'd,clattered
Clatter'd,clattered
claw'd,clawed
Claw'd,clawed
clean'd,cleaned
Clean'd,cleaned
cleans'd,cleansed
Cleans'd,cleansed
clear'd,cleared
Clear'd,cleared
cleav'd,cleaved
Cleav'd,cleaved
clench'd,clenched
Clench'd,clenched
click'd,clicked
Click'd,clicked
climb'd,climbed
Climb'd,climbed
clinch'd,clenched
Clinch'd,clenched
clip'd,clipped
Clip'd,clipped
clipp'd,clipped
Clipp'd,clipped
cloak'd,cloaked
Cloak'd,cloaked
cloath'd,clothed
Cloath'd,clothed
clog'd,clogged
Clog'd,clogged
clogg'd,clogged
Clogg'd,clogged
cloister'd,cloistered
Cloister'd,cloistered
clos'd,closed
Clos'd,closed
close-wedg'd,close-wedged
Close-wedg'd,close-wedged
cloth'd,clothed
Cloth'd,clothed
clover'd,clovered
Clover'd,clovered
cloy'd,cloyed
Cloy'd,cloyed
cloyster'd,cloistered
Cloyster'd,cloistered
clust'ring,clustering
Clust'ring,clustering
cluster'd,clustered
Cluster'd,clustered
coax'd,coaxed
Coax'd,coaxed
cobwebb'd,cobwebbed
Cobwebb'd,cobwebbed
cock'd,cocked
Cock'd,cocked
coffin'd,coffined
Coffin'd,coffined
cogg'd,cogged
Cogg'd,cogged
coil'd,coiled
Coil'd,coiled
coin'd,coined
Coin'd,coined
col'nel,colonel
Col'nel,colonel
collar'd,collared
Collar'd,collared
colour'd,coloured
Colour'd,coloured
com'd,combed
Com'd,combed
com'st,comest
Com'st,comest
comb'd,combed
Comb'd,combed
combin'd,combined
Combin'd,combined
commenc'd,commenced
Commenc'd,commenced
commission'd,commissioned
Commission'd,commissioned
commix'd,commixed
Commix'd,commixed
commun'd,communed
Commun'd,communed
compar'd,compared
Compar'd,compared
compass'd,compassed
Compass'd,compassed
compel'd,compelled
Compel'd,compelled
compell'd,compelled
Compell'd,compelled
compil'd,compiled
Compil'd,compiled
complain'd,complained
Complain'd,complained
comply'd,complied
Comply'd,complied
compos'd,composed
Compos'd,composed
compress'd,compressed
Compress'd,compressed
compris'd,comprised
Compris'd,comprised
compriz'd,comprised
Compriz'd,comprised
con'd,conned
Con'd,conned
conceal'd,concealed
Conceal'd,concealed
conceiv'd,conceived
Conceiv'd,conceived
concenter'd,concentered
Concenter'd,concentered
concern'd,concerned
Concern'd,concerned
concur'd,concurred
Concur'd,concurred
concurr'd,concurred
Concurr'd,concurred
condemn'd,condemned
Condemn'd,condemned
condens'd,condensed
Condens'd,condensed
condition'd,conditioned
Condition'd,conditioned
condol'd,condoled
Condol'd,condoled
conf'rence,conference
Conf'rence,conference
confed'rate,confederate
Confed'rate,confederate
confer'd,conferred
Confer'd,conferred
conferr'd,conferred
Conferr'd,conferred
confess'd,confessed
Confess'd,confessed
confin'd,confined
Confin'd,confined
confirm'd,confirmed
Confirm'd,confirmed
conform'd,conformed
Conform'd,conformed
confus'd,confused
Confus'd,confused
confus'dly,confusedly
Confus'dly,confusedly
congeal'd,congealed
Congeal'd,congealed
conjectur'd,conjectured
Conjectur'd,conjectured
conjoin'd,conjoined
Conjoin'd,conjoined
conjoyn'd,conjoined
Conjoyn'd,conjoined
conjur'd,conjured
Conjur'd,conjured
conn'd,conned
Conn'd,conned
conniv'd,connived
Conniv'd,connived
conq'ring,conquering
Conq'ring,conquering
conqu'ring,conquering
Conqu'ring,conquering
conqu'ror,conqueror
Conqu'ror,conqueror
conquer'd,conquered
Conquer'd,conquered
consess'd,consessed
Consess'd,consessed
consider'd,considered
Consider'd,considered
consign'd,consigned
Consign'd,consigned
consin'd,consigned
Consin'd,consigned
consol'd,consoled
Consol'd,consoled
conspir'd,conspired
Conspir'd,conspired
constrain'd,constrained
Constrain'd,constrained
constru'd,construed
Constru'd,construed
consum'd,consumed
Consum'd,consumed
contain'd,contained
Contain'd,contained
contemn'd,contemned
Contemn'd,contemned
continu'd,continued
Continu'd,continued
contriv'd,contrived
Contriv'd,contrived
control'd,controlled
Control'd,controlled
controll'd,controlled
Controll'd,controlled
controul'd,controlled
Controul'd,controlled
conven'd,convened
Conven'd,convened
convers'd,conversed
Convers'd,conversed
convey'd,conveyed
Convey'd,conveyed
convinc'd,convinced
Convinc'd,convinced
convine'd,convinced
Convine'd,convinced
convok'd,convoked
Convok'd,convoked
convolv'd,convolved
Convolv'd,convolved
convoy'd,convoyed
Convoy'd,convoyed
convuls'd,convulsed
Convuls'd,convulsed
coo'd,cooed
Coo'd,cooed
cook'd,cooked
Cook'd,cooked
cool'd,cooled
Cool'd,cooled
coop'd,cooped
Coop'd,cooped
copy'd,copied
Copy'd,copied
cork'd,corked
Cork'd,corked
corn'd,corned
Corn'd,corned
corner'd,cornered
Corner'd,cornered
cottag'd,cottaged
Cottag'd,cottaged
cou'd,could
Cou'd,could
cou'dn't,couldn't
Cou'dn't,couldn't
cou'dst,couldst
Cou'dst,couldst
couch'd,couched
Couch'd,couched
cough'd,coughed
Cough'd,coughed
counsel'd,counselled
Counsel'd,counselled
counsell'd,counselled
Counsell'd,counselled
count'nance,countenance
Count'nance,countenance
countenanc'd,countenanced
Countenanc'd,countenanced
counterflour'd,counter-flowered
Counterflour'd,counter-flowered
counterflower'd,counter-flowered
Counterflower'd,counter-flowered
cours'd,coursed
Cours'd,coursed
courtesy'd,courtesied
Courtesy'd,courtesied
cov'nant,covenant
Cov'nant,covenant
cov'ring,covering
Cov'ring,covering
cover'd,covered
Cover'd,covered
cow'd,cowed
Cow'd,cowed
cozen'd,cozened
Cozen'd,cozened
crack'd,cracked
Crack'd,cracked
cram'd,crammed
Cram'd,crammed
cramm'd,crammed
Cramm'd,crammed
cramp'd,cramped
Cramp'd,cramped
crash'd,crashed
Crash'd,crashed
crav'd,craved
Crav'd,craved
crawl'd,crawled
Crawl'd,crawled
craz'd,crazed
Craz'd,crazed
cribb'd,cribbed
Cribb'd,cribbed
crimson'd,crimsoned
Crimson'd,crimsoned
cring'd,cringed
Cring'd,cringed
criticis'd,criticised
Criticis'd,criticised
croak'd,croaked
Croak'd,croaked
crofs'd,crossed
crook'd,crooked
Crook'd,crooked
crop'd,cropped
Crop'd,cropped
cropp'd,cropped
Cropp'd,cropped
cross-grain'd,cross-grained
Cross-grain'd,cross-grained
cross-legg'd,cross-legged
Cross-legg'd,cross-legged
cross'd,crossed
Cross'd,crossed
crouch'd,crouched
Crouch'd,crouched
crow'd,crowed
Crow'd,crowed
crown'd,crowned
Crown'd,crowned
crucify'd,crucified
Crucify'd,crucified
crush'd,crushed
Crush'd,crushed
cry'd,cried
Cry'd,cried
cudgel'd,cudgelled
Cudgel'd,cudgelled
cudgell'd,cudgelled
Cudgell'd,cudgelled
cuff'd,cuffed
Cuff'd,cuffed
cull'd,culled
Cull'd,culled
cultur'd,cultured
Cultur'd,cultured
cumb'rous,cumbrous
Cumb'rous,cumbrous
cumber'd,cumbered
Cumber'd,cumbered
cur'd,cured
Cur'd,cured
curb'd,curbed
Curb'd,curbed
curl'd,curled
Curl'd,curled
curs'd,cursed
Curs'd,cursed
curss'd,curssed
Curss'd,curssed
curtail'd,curtailed
Curtail'd,curtailed
curtain'd,curtained
Curtain'd,curtained
curv'd,curved
Curv'd,curved
cuss'd,cussed
Cuss'd,cussed
custom'd,customed
Custom'd,customed
daisy'd,daisied
Daisy'd,daisied
dally'd,dallied
Dally'd,dallied
dam'd,damed
Dam'd,damed
damag'd,damaged
Damag'd,damaged
damask'd,damasked
Damask'd,damasked
dammag'd,dammaged
Dammag'd,dammaged
damn'd,damned
Damn'd,damned
damp'd,damped
Damp'd,damped
danc'd,danced
Danc'd,danced
dang'rous,dangerous
Dang'rous,dangerous
dar'd,dared
Dar'd,dared
dar'st,darest
Dar'st,darest
dark'ning,darkening
Dark'ning,darkening
darken'd,darkened
Darken'd,darkened
dash'd,dashed
Dash'd,dashed
dasy'd,dasyed
Dasy'd,dasyed
daub'd,daubed
Daub'd,daubed
daunc'd,danced
Daunc'd,danced
dawb'd,daubed
Dawb'd,daubed
dawn'd,dawned
Dawn'd,dawned
dazzl'd,dazzled
Dazzl'd,dazzled
deaden'd,deadened
Deaden'd,deadened
deaf'ning,deafening
Deaf'ning,deafening
deafen'd,deafened
Deafen'd,deafened
dear-lov'd,dear-loved
Dear-lov'd,dear-loved
debar'd,debarred
Debar'd,debarred
debarr'd,debarred
Debarr'd,debarred
debas'd,debased
Debas'd,debased
debauch'd,debauched
Debauch'd,debauched
decamp'd,decamped
Decamp'd,decamped
decay'd,decayed
Decay'd,decayed
deceas'd,deceased
Deceas'd,deceased
deceiv'd,deceived
Deceiv'd,deceived
deck'd,decked
Deck'd,decked
declaim'd,declaimed
Declaim'd,declaimed
declar'd,declared
Declar'd,declared
declin'd,declined
Declin'd,declined
decoy'd,decoyed
Decoy'd,decoyed
decreas'd,decreased
Decreas'd,decreased
decry'd,decried
Decry'd,decried
decypher'd,decyphered
Decypher'd,decyphered
deduc'd,deduced
Deduc'd,deduced
deem'd,deemed
Deem'd,deemed
deep-dy'd,deep-dyed
Deep-dy'd,deep-dyed
deep-mouth'd,deep-mouthed
Deep-mouth'd,deep-mouthed
deep-ton'd,deep-toned
Deep-ton'd,deep-toned
deep'd,deeped
Deep'd,deeped
deep'ning,deepening
Deep'ning,deepening
deepen'd,deepened
Deepen'd,deepened
defac'd,defaced
Defac'd,defaced
defam'd,defamed
Defam'd,defamed
defer'd,deferred
Defer'd,deferred
deferr'd,deferred
Deferr'd,deferred
defil'd,defiled
Defil'd,defiled
defin'd,defined
Defin'd,defined
deform'd,deformed
Deform'd,deformed
defray'd,defrayed
Defray'd,defrayed
deftroy'd,destroyed
defy'd,defied
Defy'd,defied
degen'rate,degenerate
Degen'rate,degenerate
deify'd,deified
Deify'd,deified
deign'd,deigned
Deign'd,deigned
delay'd,delayed
Delay'd,delayed
deliv'rance,deliverance
Deliv'rance,deliverance
deliv'rer,deliverer
Deliv'rer,deliverer
deliver'd,delivered
Deliver'd,delivered
delug'd,deluged
Delug'd,deluged
delv'd,delved
Delv'd,delved
demean'd,demeaned
Demean'd,demeaned
demolish'd,demolished
